order_id,product_category,quantity,price
5596,Home,3,1762.84
8158,Grocery,3,1180.85
336,Beauty,4,657.55
8784,Electronics,3,1934.86
5450,Fashion,2,1749.0
5833,Fashion,3,1756.55
6382,Beauty,2,772.15
3767,Beauty,3,1469.19
5645,Beauty,2,2328.91
6443,Beauty,4,2097.33
5586,Fashion,1,2407.02
5624,Beauty,2,379.84
9965,Fashion,2,513.73
6627,Grocery,4,2061.9
9136,Grocery,1,1964.59
5348,Fashion,3,770.52
7842,Home,1,532.72
4891,Home,4,1981.42
1411,Electronics,2,2960.18
9022,Fashion,1,1173.44
4482,Grocery,2,2029.38
956,Beauty,3,631.05
6428,Home,3,1195.77
3928,Grocery,1,1108.44
4025,Beauty,4,2263.53
4989,Electronics,3,995.5
4343,Fashion,4,380.88
7461,Home,2,915.52
469,Beauty,4,924.83
3801,Beauty,1,839.25
6220,Beauty,2,1850.94
4506,Electronics,3,2778.42
7374,Electronics,2,2269.43
940,Electronics,3,1312.87
2412,Grocery,2,2607.07
9467,Home,4,2270.48
354,Beauty,3,1806.75
153,Grocery,2,541.62
9452,Home,1,1115.75
3845,Home,2,844.41
9403,Electronics,1,491.11
1844,Fashion,1,511.07
5026,Beauty,3,1234.9
1691,Fashion,2,2975.12
4880,Electronics,2,1828.9
9874,Grocery,4,794.22
1739,Fashion,4,976.85
3690,Fashion,4,1630.84
7576,Beauty,3,1340.97
4908,Beauty,3,185.65
7768,Beauty,1,840.11
6799,Grocery,1,1783.91
2333,Beauty,3,1112.37
2606,Fashion,2,1129.04
5589,Fashion,2,2690.83
2097,Home,4,360.81
865,Fashion,1,1819.7
2559,Fashion,4,2840.48
4609,Fashion,3,2829.87
3647,Home,4,393.68
336,Electronics,1,464.32
2147,Electronics,2,1562.79
8184,Beauty,1,2929.53
8034,Beauty,1,1941.08
8089,Home,4,2307.64
7612,Grocery,2,1459.86
6993,Home,4,2526.3
2742,Electronics,2,381.84
5593,Grocery,2,1477.69
1797,Home,1,2334.14
8656,Fashion,1,1739.19
6028,Beauty,4,2971.7
108,Beauty,4,333.76
8815,Grocery,2,1221.33
770,Fashion,2,553.21
3411,Beauty,4,502.49
8515,Beauty,4,2557.97
7220,Grocery,1,2348.64
453,Home,3,1219.48
4805,Home,2,1786.49
6236,Grocery,2,676.13
9818,Beauty,3,1175.52
7570,Beauty,2,2548.3
992,Electronics,1,1066.59
5596,Home,4,1081.62
9277,Grocery,3,688.74
6150,Home,4,621.69
5874,Beauty,2,2504.19
2479,Grocery,2,1397.36
4446,Fashion,3,510.74
9792,Home,2,2348.98
1423,Beauty,4,834.05
1314,Beauty,3,1205.08
3418,Grocery,1,296.83
5375,Grocery,3,1419.19
8669,Fashion,4,2098.65
4133,Beauty,2,897.99
1138,Beauty,2,1827.1
4829,Beauty,3,2237.91
7053,Beauty,4,2340.63
1552,Home,4,2153.07
7465,Electronics,3,1663.42
3343,Fashion,1,313.94
6154,Beauty,1,1113.73
3322,Electronics,2,1594.54
2176,Home,4,643.54
671,Home,3,1797.2
4658,Grocery,2,1595.45
4708,Grocery,2,2634.64
157,Home,1,1220.67
4597,Beauty,4,2247.76
7935,Electronics,3,1019.97
2628,Grocery,4,1652.01
4198,Grocery,2,1854.21
34,Electronics,1,2300.61
4160,Home,1,2677.03
7799,Home,4,1927.02
6655,Fashion,4,2554.51
1355,Electronics,3,804.98
1348,Beauty,4,1059.9
3772,Grocery,1,2662.14
1311,Electronics,2,2086.96
5502,Beauty,4,671.63
9494,Home,2,2795.85
6945,Fashion,3,596.02
5022,Home,3,1183.56
4828,Home,4,388.25
3618,Electronics,3,1948.23
6781,Home,4,1023.14
1123,Grocery,3,2496.3
1632,Electronics,3,2997.33
3144,Home,2,643.26
4430,Grocery,3,144.19
8917,Electronics,2,263.46
1242,Grocery,4,113.74
1873,Fashion,2,194.33
8842,Electronics,3,1207.57
5217,Electronics,1,2612.31
5349,Fashion,3,2879.62
5529,Fashion,4,2880.16
2598,Fashion,4,1965.59
4005,Grocery,3,2416.43
895,Grocery,4,2766.54
3818,Electronics,2,2670.27
7915,Fashion,2,2571.15
4520,Beauty,4,1443.9
7732,Home,4,132.1
4656,Grocery,4,398.93
6191,Beauty,1,2808.26
51,Home,2,243.1
9225,Electronics,2,1254.07
9725,Beauty,4,2750.39
2291,Home,4,210.89
4427,Grocery,3,2823.29
5149,Home,3,1408.95
4103,Grocery,2,245.73
531,Fashion,2,1148.86
7330,Home,3,1789.37
9650,Fashion,1,958.41
7127,Beauty,4,1357.78
852,Home,3,2979.12
3828,Beauty,1,813.45
8897,Beauty,3,1469.32
2571,Home,4,2066.43
9450,Fashion,3,2942.91
8662,Beauty,1,313.93
9536,Electronics,4,462.1
3441,Beauty,1,2731.91
7568,Fashion,2,2267.49
5630,Beauty,1,467.24
3456,Home,3,2594.74
8734,Electronics,2,1484.1
3773,Fashion,3,2162.1
9632,Fashion,1,555.53
7011,Fashion,2,2760.07
4531,Beauty,2,2579.39
5201,Grocery,2,2948.35
1923,Beauty,1,2209.78
6544,Beauty,2,2697.87
5105,Electronics,4,308.54
1840,Fashion,3,1388.61
1347,Fashion,3,743.43
705,Electronics,4,759.26
5649,Home,3,303.63
3741,Grocery,1,284.64
5849,Electronics,3,216.15
1838,Beauty,3,281.26
2259,Home,1,1725.14
5559,Electronics,2,1790.5
354,Home,4,1934.91
7997,Fashion,1,2611.7
4165,Beauty,3,2710.24
6308,Grocery,1,2433.33
490,Fashion,4,533.44
8070,Beauty,4,978.36
8669,Fashion,3,250.97
6205,Electronics,2,2206.26
3536,Home,1,2585.03
7841,Fashion,2,314.67
2262,Electronics,2,1491.64
1058,Beauty,1,1539.78
7363,Home,3,2779.14
3495,Electronics,4,1890.31
3302,Home,4,2205.76
8542,Grocery,1,617.95
5430,Electronics,1,1827.08
2110,Grocery,2,403.84
8630,Fashion,2,2825.0
7436,Grocery,2,2900.37
5650,Beauty,2,1888.85
1290,Grocery,2,744.96
1562,Home,2,2313.84
2033,Beauty,3,1111.15
4865,Home,4,2014.06
9539,Electronics,3,1217.86
4845,Electronics,3,2270.01
8303,Grocery,2,1004.32
5762,Beauty,1,2671.37
3806,Beauty,4,2533.42
8775,Beauty,2,1543.52
6793,Fashion,1,2289.33
7226,Beauty,3,2930.64
7541,Home,2,1609.35
3368,Electronics,3,1986.44
7351,Fashion,1,1787.49
9210,Beauty,3,2945.65
5136,Grocery,1,818.49
6987,Home,4,1789.12
5964,Beauty,2,1516.2
2099,Home,2,2185.67
6639,Electronics,4,2284.76
9977,Fashion,2,697.12
6465,Home,3,1221.33
7830,Home,4,1205.21
8238,Grocery,1,184.22
9023,Beauty,4,236.32
9429,Electronics,1,838.16
268,Grocery,3,1396.53
5403,Grocery,1,1798.12
6207,Fashion,4,254.94
2449,Electronics,4,704.98
8494,Home,3,2222.49
272,Electronics,4,1177.24
696,Fashion,2,947.07
9644,Electronics,3,2226.52
9985,Beauty,3,1355.34
2185,Electronics,1,2085.66
4632,Fashion,3,2386.6
7297,Grocery,2,1272.57
7372,Home,2,546.17
3948,Electronics,2,1516.37
5733,Beauty,3,365.77
656,Beauty,3,1226.97
3728,Fashion,2,2037.55
289,Fashion,4,1793.72
1729,Home,2,1712.8
7230,Home,4,2937.3
2072,Grocery,1,2785.61
3381,Grocery,2,1514.01
9975,Beauty,3,1075.91
2885,Beauty,1,451.75
3505,Grocery,2,2842.59
6345,Electronics,4,2815.14
6920,Home,1,1650.12
824,Fashion,1,1872.79
2801,Fashion,1,394.78
4917,Electronics,1,1335.45
2882,Home,2,657.14
3293,Electronics,4,1490.45
3169,Grocery,4,1025.24
8150,Beauty,2,2166.95
6562,Beauty,1,2965.52
1844,Fashion,1,1688.52
908,Home,4,699.2
2506,Grocery,3,1312.8
8221,Electronics,4,1477.8
2933,Home,2,1967.27
8854,Fashion,4,1725.27
2555,Electronics,2,2701.15
2043,Home,1,516.51
9614,Home,2,1361.15
40,Home,1,694.83
5681,Beauty,2,1892.78
9319,Electronics,3,2075.51
15,Fashion,4,801.63
9425,Fashion,3,2860.51
4634,Electronics,4,2471.62
3891,Home,1,1907.04
3370,Electronics,4,2807.74
7283,Grocery,3,559.16
6881,Beauty,4,2487.27
2212,Grocery,1,201.17
2100,Beauty,1,1563.39
6828,Electronics,1,1044.16
4428,Beauty,3,2046.43
3724,Beauty,1,1929.04
181,Fashion,2,2664.78
7707,Home,1,1834.93
919,Beauty,4,1103.61
6589,Grocery,2,1465.43
3427,Fashion,1,1876.74
4923,Beauty,3,719.91
281,Home,1,2552.59
4320,Grocery,2,984.27
7808,Grocery,4,299.51
8826,Beauty,3,1509.51
2067,Fashion,4,597.92
722,Home,4,1461.42
4247,Home,4,2608.27
5634,Beauty,2,2751.06
4298,Grocery,4,1221.8
4253,Beauty,3,2086.9
2477,Fashion,2,691.43
4493,Electronics,1,640.91
9934,Electronics,1,2889.96
4939,Grocery,4,2352.75
9360,Home,1,528.23
4199,Grocery,3,2814.85
8448,Beauty,2,2646.56
3430,Fashion,3,373.61
7299,Home,3,1740.69
6015,Fashion,4,2306.97
8804,Electronics,4,370.45
2811,Grocery,1,439.12
167,Grocery,4,958.68
5612,Home,4,346.36
3536,Grocery,4,2078.9
4617,Electronics,1,2058.59
1046,Home,3,376.53
779,Fashion,1,568.07
3984,Grocery,3,2970.72
8022,Grocery,3,540.42
2440,Grocery,2,2943.41
8135,Grocery,1,1792.21
129,Electronics,3,2299.04
7982,Fashion,3,2665.26
709,Fashion,4,100.68
797,Beauty,1,451.89
6480,Electronics,2,829.68
5229,Home,1,2582.75
3531,Electronics,2,281.59
4533,Electronics,1,2789.67
1111,Electronics,4,1454.24
5497,Grocery,2,2153.57
3511,Electronics,2,2981.69
2812,Grocery,4,1670.0
4426,Electronics,3,1597.8
3270,Electronics,2,1875.72
6941,Home,3,1904.65
9251,Beauty,3,1946.21
1493,Grocery,4,2518.71
7332,Fashion,4,1482.55
7197,Fashion,2,1680.85
3327,Electronics,3,1305.54
3099,Beauty,3,899.45
2359,Home,4,628.25
4349,Electronics,4,2835.16
2653,Electronics,2,2643.04
2400,Grocery,3,2068.06
3230,Electronics,1,833.84
4334,Home,1,175.07
1122,Beauty,2,838.86
9008,Fashion,4,216.68
203,Electronics,4,2109.14
6779,Home,1,2882.04
1646,Fashion,2,1794.87
7398,Home,1,801.84
4949,Home,1,266.0
3910,Beauty,4,613.16
876,Beauty,1,965.35
8897,Fashion,2,1043.66
2215,Grocery,3,1138.43
8383,Fashion,3,2170.6
2071,Electronics,4,1587.25
974,Electronics,3,1267.94
8892,Beauty,1,301.46
8247,Grocery,2,2636.73
142,Grocery,3,1062.01
8007,Beauty,4,2982.55
717,Beauty,4,950.82
4856,Grocery,4,582.7
1275,Home,2,2495.4
696,Home,3,2263.43
7068,Home,2,1065.37
102,Fashion,1,1497.64
3066,Beauty,4,2857.12
8065,Beauty,4,2038.33
8993,Fashion,1,2591.24
9582,Fashion,1,1866.7
2072,Electronics,3,2725.16
2028,Home,1,1072.55
4734,Beauty,1,1489.06
7478,Beauty,4,1107.38
7503,Grocery,4,1639.72
5,Grocery,2,1677.27
4879,Electronics,2,2937.77
3189,Beauty,3,2513.48
7388,Fashion,3,1322.77
1139,Home,3,1175.59
3137,Fashion,3,1887.77
5535,Grocery,4,2155.3
4678,Fashion,2,1687.02
8866,Electronics,1,2295.48
1727,Electronics,2,1512.11
2489,Home,3,566.6
2551,Home,4,1645.91
4331,Grocery,3,163.17
873,Home,2,286.11
4691,Fashion,4,992.5
203,Home,2,2421.77
3966,Home,3,567.09
4859,Home,3,1417.44
6681,Beauty,3,2285.63
4902,Fashion,4,1005.6
5406,Electronics,2,1026.43
744,Electronics,1,2927.92
7688,Home,3,2897.31
6660,Home,4,2222.84
579,Fashion,2,2716.27
8933,Electronics,3,1221.11
2266,Grocery,2,611.5
5562,Home,3,2072.82
2171,Home,3,2384.07
6147,Beauty,4,2706.1
2598,Beauty,2,1735.94
980,Fashion,4,1839.9
2274,Grocery,1,2003.03
6400,Grocery,3,2297.6
5647,Grocery,2,2957.34
9475,Fashion,2,2112.69
9926,Fashion,4,2916.57
2774,Fashion,3,2705.61
7381,Electronics,4,857.22
3458,Home,4,2578.63
1658,Electronics,4,944.37
8517,Home,2,2294.1
5516,Beauty,1,387.42
6239,Home,3,2964.68
6197,Home,1,1122.73
783,Home,4,1456.56
4374,Grocery,2,760.79
3164,Electronics,2,522.33
2959,Electronics,2,850.43
495,Electronics,1,2682.1
1116,Home,3,1434.28
7020,Electronics,2,2710.67
7344,Home,4,2123.75
9502,Beauty,3,191.86
7090,Grocery,2,2310.09
5719,Electronics,2,1042.58
586,Home,1,930.52
5817,Grocery,2,2428.14
702,Grocery,1,2555.44
8070,Fashion,4,1069.18
7519,Grocery,1,2597.05
7476,Beauty,2,310.4
6844,Grocery,1,1030.63
6581,Fashion,2,1885.66
8388,Fashion,2,860.77
9127,Electronics,3,592.02
9887,Electronics,4,2873.56
2660,Beauty,2,1931.94
2176,Fashion,1,952.45
9954,Beauty,2,1120.77
3056,Fashion,2,198.65
8806,Grocery,3,342.64
4227,Electronics,2,2789.81
693,Home,1,884.75
3316,Electronics,1,446.66
8218,Electronics,4,1490.97
2162,Electronics,4,2512.68
1077,Beauty,3,803.31
13,Home,3,156.57
834,Beauty,4,531.52
6841,Grocery,1,2491.2
7524,Beauty,1,2504.81
4403,Home,3,2913.73
4208,Home,4,1378.61
1422,Grocery,3,757.36
4007,Grocery,1,2701.13
1315,Electronics,1,1620.05
4219,Fashion,1,2788.53
1267,Fashion,1,739.77
1365,Home,1,1387.57
6103,Fashion,3,482.56
7773,Home,2,2634.45
635,Fashion,4,1188.31
6483,Electronics,2,2246.26
6927,Beauty,1,1892.93
1939,Grocery,3,857.12
1244,Grocery,2,2236.75
9292,Beauty,4,2230.25
6518,Home,1,169.03
7266,Grocery,3,1624.46
8795,Electronics,1,2061.73
81,Fashion,3,1826.57
9044,Home,4,139.22
1045,Electronics,1,2840.06
9825,Grocery,2,840.63
8006,Grocery,1,1875.77
249,Electronics,1,962.51
7073,Beauty,1,1738.27
3177,Beauty,4,1487.22
8239,Beauty,1,2873.84
7063,Home,3,2700.65
9905,Fashion,1,2629.12
2459,Electronics,2,1431.3
8247,Fashion,4,1659.94
5763,Electronics,4,828.05
9010,Grocery,1,947.36
1834,Grocery,1,502.55
1972,Fashion,3,1008.59
3718,Grocery,2,1885.68
1699,Fashion,3,1115.19
7195,Beauty,3,160.72
3723,Fashion,4,2061.59
6894,Home,4,2493.71
78,Grocery,1,909.42
8425,Fashion,4,2475.38
8102,Home,4,2765.57
3304,Grocery,3,2788.0
8994,Home,3,2502.73
5662,Electronics,3,1119.74
7395,Grocery,1,1522.82
3131,Home,1,1809.78
3333,Home,2,1619.61
800,Beauty,1,1924.89
2721,Electronics,3,2797.61
3697,Electronics,4,374.35
4537,Electronics,4,1698.38
3393,Home,4,2029.29
652,Beauty,2,1200.54
3262,Home,1,461.34
9344,Home,4,1094.1
6513,Grocery,3,2195.57
1774,Electronics,4,1904.58
7648,Fashion,4,1956.99
6738,Home,3,949.65
3226,Grocery,2,1850.15
2596,Home,3,2464.2
1860,Beauty,4,1837.42
7892,Grocery,4,1112.86
7703,Electronics,4,2541.14
8970,Electronics,1,2046.83
7593,Home,4,540.61
5043,Home,3,1389.55
4036,Home,2,1611.72
4392,Fashion,1,1109.42
6877,Electronics,2,190.66
4966,Fashion,2,910.68
3507,Home,1,418.76
4816,Fashion,3,1595.62
4538,Home,1,889.39
7991,Grocery,1,824.25
508,Grocery,4,2661.17
4981,Fashion,3,2580.17
5371,Home,3,2876.58
2352,Grocery,4,1670.59
336,Grocery,3,1355.05
6545,Fashion,2,287.38
992,Fashion,2,2407.73
2855,Electronics,4,2457.92
8018,Fashion,4,1469.48
1256,Beauty,1,467.89
6343,Electronics,2,2648.91
9736,Electronics,1,2422.18
4652,Beauty,2,231.11
8176,Home,2,323.06
9174,Fashion,1,2277.49
287,Beauty,3,772.5
5681,Grocery,3,1429.58
9263,Fashion,1,2096.6
7731,Electronics,4,445.58
3693,Electronics,4,1921.0
6410,Home,3,2639.46
9246,Electronics,1,1515.87
3345,Home,3,149.87
119,Electronics,4,2519.62
374,Grocery,1,314.58
5576,Electronics,4,2249.78
5457,Beauty,2,2820.18
2514,Fashion,1,1817.22
3486,Electronics,3,1494.58
1326,Electronics,4,1409.65
1057,Beauty,3,1840.61
1430,Beauty,1,780.69
612,Electronics,2,2723.67
3555,Fashion,3,2380.91
4493,Home,3,1325.31
6384,Grocery,4,2180.4
5895,Beauty,4,2887.95
8671,Fashion,1,755.47
4425,Home,4,1782.47
4503,Fashion,2,811.83
5999,Beauty,1,2624.88
3781,Beauty,4,578.86
5237,Beauty,2,695.73
6050,Fashion,4,2079.04
1979,Beauty,4,445.96
6864,Beauty,4,1322.6
5789,Grocery,2,1639.19
295,Beauty,3,2177.81
5439,Fashion,2,862.48
9576,Beauty,1,451.27
2316,Beauty,2,2134.79
474,Home,3,380.98
2348,Grocery,3,2567.13
523,Home,2,1417.84
8162,Fashion,1,1101.43
4317,Home,4,2859.56
1746,Electronics,3,1107.69
2150,Fashion,3,848.56
7325,Fashion,2,2271.01
8351,Fashion,3,2771.73
4829,Electronics,2,1343.63
2508,Electronics,3,2616.87
8131,Beauty,1,2121.14
4595,Home,2,1797.45
3897,Electronics,2,1237.06
6821,Home,4,2194.27
6343,Home,1,1170.56
7017,Electronics,2,1035.67
7903,Electronics,3,382.56
8001,Home,1,2571.79
5716,Home,4,1956.7
3006,Beauty,3,2897.77
5674,Electronics,3,993.89
1827,Home,4,2808.4
7786,Electronics,4,746.84
5937,Electronics,1,1416.58
5611,Grocery,3,1427.02
2404,Grocery,2,242.54
1147,Beauty,4,523.24
4002,Grocery,3,975.6
2353,Fashion,3,169.74
4132,Home,4,2042.26
8002,Beauty,2,550.27
8742,Home,2,700.08
370,Electronics,4,181.77
8739,Fashion,3,2313.68
7924,Beauty,2,649.12
9243,Beauty,3,969.48
4890,Home,4,2699.1
6869,Grocery,4,2620.76
2085,Electronics,3,1756.85
8967,Fashion,2,774.83
2015,Fashion,2,2770.73
5534,Electronics,4,1512.79
8801,Grocery,4,1981.39
6788,Beauty,2,1436.09
7620,Grocery,4,2586.51
2406,Beauty,4,283.2
3485,Electronics,3,1887.0
4815,Electronics,3,798.62
7035,Electronics,3,2861.6
344,Home,1,338.61
7703,Beauty,1,828.74
3531,Beauty,2,669.1
7628,Fashion,1,1380.07
6264,Electronics,2,704.01
3677,Beauty,4,2940.03
1832,Electronics,1,2860.68
1758,Beauty,2,1876.63
2638,Fashion,2,2470.13
9347,Fashion,1,2322.41
7497,Fashion,1,1120.94
