order_id,user_id,order_date,order_status,order_value,payment_mode
106,1234,2024-07-15,Completed,3559.87,COD
107,2247,2024-09-19,Completed,2701.08,UPI
108,4416,2024-06-10,Completed,3266.47,COD
109,3860,2024-02-10,Completed,1470.18,UPI
110,383,2024-06-21,Completed,1331.05,COD
111,4256,2024-05-10,Completed,604.25,Card
112,662,2024-01-15,Completed,2443.17,COD
113,4256,2024-07-19,Completed,2329.4,COD
114,2090,2024-01-03,Completed,4548.33,Card
115,3015,2024-11-20,Cancelled,931.2,COD
116,3015,2024-09-15,Completed,3222.19,Card
117,435,2024-08-17,Completed,1461.36,UPI
118,1045,2024-10-10,Completed,4086.42,UPI
119,1196,2024-04-17,Completed,1021.3,UPI
120,2633,2024-06-05,Completed,645.44,COD
121,1836,2024-08-12,Completed,1940.48,COD
122,890,2024-09-06,Completed,4000.29,COD
123,3244,2024-12-06,Completed,1266.21,Card
124,1007,2024-09-06,Completed,1641.54,UPI
125,4367,2024-09-10,Completed,3347.95,COD
126,4785,2024-12-15,Completed,1963.79,COD
127,2376,2024-10-13,Completed,3326.73,UPI
128,1026,2024-10-13,Completed,3736.96,Card
129,2761,2024-06-22,Completed,1443.9,COD
130,4708,2024-12-30,Completed,2400.06,COD
131,3193,2024-05-10,Completed,1515.46,COD
132,4148,2024-04-25,Completed,3705.25,UPI
133,1291,2024-07-19,Completed,2696.65,COD
134,3777,2024-02-21,Cancelled,629.75,COD
135,2764,2024-10-29,Completed,3822.69,COD
136,2816,2024-08-20,Completed,4012.88,Card
137,1607,2024-07-24,Completed,1622.9,Card
138,2158,2024-06-15,Completed,3248.06,COD
139,3464,2024-05-19,Completed,4755.32,Card
140,1815,2024-11-29,Cancelled,1936.94,COD
141,370,2024-08-06,Completed,4387.55,UPI
142,3854,2024-06-20,Completed,4804.66,COD
143,3255,2024-01-18,Completed,2597.3,COD
144,4325,2024-03-05,Completed,1412.79,Card
145,2977,2024-08-11,Completed,1020.48,UPI
146,134,2024-07-30,Cancelled,2657.48,COD
147,1134,2024-03-02,Completed,4536.24,COD
148,4013,2024-02-05,Completed,3382.93,UPI
149,4367,2024-06-05,Completed,3926.2,COD
150,2159,2024-03-29,Completed,2377.04,COD
151,1762,2024-03-24,Completed,1786.7,COD
152,1461,2024-06-28,Completed,4884.42,Card
153,2229,2024-11-10,Completed,1279.44,UPI
154,350,2024-08-07,Cancelled,4697.44,Card
155,2318,2024-08-03,Completed,4464.78,Card
156,2581,2024-10-05,Completed,859.52,Card
157,450,2024-10-21,Completed,1674.33,COD
158,3348,2024-09-13,Completed,4232.41,UPI
159,4988,2024-02-18,Completed,1741.83,Card
160,3218,2024-06-08,Completed,2920.4,UPI
161,361,2024-03-09,Completed,2972.1,Card
162,4660,2024-01-15,Cancelled,3720.0,UPI
163,2321,2024-01-10,Completed,4731.66,UPI
164,4365,2024-02-02,Completed,383.15,COD
165,1542,2024-06-16,Completed,4686.15,Card
166,1938,2024-01-23,Completed,4216.35,Card
167,4386,2024-07-08,Completed,860.12,Card
168,164,2024-08-17,Completed,3480.65,Card
169,4850,2024-01-30,Completed,3458.58,Card
170,3549,2024-01-11,Completed,1605.47,COD
171,4408,2024-10-24,Completed,3927.9,UPI
172,1312,2024-10-31,Completed,4399.14,Card
173,984,2024-01-20,Completed,1463.47,UPI
174,4240,2024-11-19,Cancelled,4206.2,Card
175,2369,2024-08-21,Completed,3872.96,COD
176,1424,2024-11-14,Cancelled,661.2,UPI
177,2861,2024-05-22,Completed,3520.16,Card
178,43,2024-05-24,Completed,1047.44,COD
179,1244,2024-10-02,Completed,1242.52,COD
180,404,2024-11-27,Completed,832.65,UPI
181,3271,2024-09-06,Completed,3722.8,COD
182,787,2024-01-07,Cancelled,4711.37,COD
183,392,2024-07-20,Completed,1660.74,Card
184,2385,2024-09-07,Completed,2672.99,UPI
185,1235,2024-02-08,Completed,2631.9,UPI
186,1518,2024-10-19,Completed,333.01,UPI
187,3761,2024-07-13,Completed,1760.3,COD
188,2195,2024-04-27,Cancelled,1317.39,UPI
189,2569,2024-06-23,Completed,333.19,COD
190,3618,2024-04-11,Completed,946.44,Card
191,1378,2024-11-04,Completed,2945.71,Card
192,1986,2024-03-21,Cancelled,3561.59,UPI
193,913,2024-05-10,Completed,4994.5,Card
194,1147,2024-09-21,Completed,3625.36,UPI
195,4746,2024-06-02,Completed,724.38,Card
196,3583,2024-10-29,Completed,2385.6,Card
197,765,2024-02-19,Completed,3426.91,UPI
198,4036,2024-07-17,Cancelled,2622.53,COD
199,2647,2024-11-28,Completed,1767.98,Card
200,494,2024-02-06,Completed,558.73,UPI
201,2450,2024-10-11,Completed,2204.81,UPI
202,4829,2024-06-09,Completed,1894.67,Card
203,3780,2024-10-03,Cancelled,4342.09,COD
204,4369,2024-04-21,Completed,1105.07,Card
205,2374,2024-11-01,Completed,4841.62,Card
206,254,2024-06-22,Completed,4230.24,COD
207,4567,2024-06-16,Cancelled,1516.87,Card
208,1416,2024-06-15,Cancelled,463.49,UPI
209,696,2024-05-31,Cancelled,2505.83,Card
210,1596,2024-02-19,Completed,3336.54,UPI
211,4712,2024-12-30,Completed,1738.88,Card
212,2227,2024-05-03,Cancelled,363.19,Card
213,81,2024-04-22,Completed,4785.34,COD
214,1517,2024-09-03,Completed,1899.56,Card
215,1668,2024-02-16,Cancelled,4681.55,COD
216,1041,2024-04-13,Completed,1809.26,COD
217,3439,2024-06-23,Completed,3307.86,UPI
218,35,2024-05-24,Completed,3070.92,Card
219,3997,2024-09-25,Completed,4119.6,COD
220,4882,2024-04-03,Completed,4577.89,UPI
221,219,2024-09-13,Completed,2464.66,COD
222,2412,2024-01-08,Completed,2300.39,UPI
223,3518,2024-05-25,Completed,4071.35,COD
224,2030,2024-12-22,Completed,928.18,COD
225,4238,2024-01-26,Completed,1521.19,COD
226,4862,2024-08-21,Completed,858.32,COD
227,15,2024-03-01,Completed,1708.92,Card
228,832,2024-12-07,Completed,2854.98,Card
229,1561,2024-09-05,Cancelled,3532.82,UPI
230,1565,2024-07-07,Cancelled,1585.98,Card
231,3302,2024-08-05,Completed,3592.6,Card
232,4891,2024-05-13,Completed,2259.3,UPI
233,2028,2024-03-12,Completed,3797.56,COD
234,1670,2024-06-24,Completed,2822.77,Card
235,2635,2024-09-12,Completed,4378.24,UPI
236,3722,2024-04-24,Completed,4288.3,Card
237,1688,2024-07-19,Completed,2303.08,UPI
238,2940,2024-09-19,Completed,4090.1,Card
239,4791,2024-01-26,Cancelled,3016.07,UPI
240,2611,2024-10-23,Cancelled,1431.28,Card
241,3005,2024-01-18,Completed,847.46,UPI
242,2013,2024-05-04,Completed,522.2,UPI
243,1456,2024-04-07,Cancelled,1468.34,COD
244,3863,2024-01-24,Completed,690.24,COD
245,4444,2024-01-05,Completed,1185.01,UPI
246,1323,2024-02-02,Completed,2282.85,UPI
247,2276,2024-07-02,Completed,1042.48,UPI
248,2569,2024-09-02,Completed,3726.96,Card
249,4818,2024-12-01,Completed,363.07,UPI
250,4433,2024-02-02,Completed,4655.02,COD
251,2842,2024-05-06,Cancelled,2108.94,Card
252,2582,2024-08-04,Completed,801.13,Card
253,3972,2024-05-30,Completed,341.7,UPI
254,3052,2024-03-07,Completed,4614.45,Card
255,3473,2024-01-19,Completed,2459.81,UPI
256,2579,2024-01-30,Completed,4394.05,COD
257,3619,2024-06-16,Completed,2854.8,COD
258,2457,2024-08-03,Completed,858.07,COD
259,2501,2024-10-24,Cancelled,3362.37,UPI
260,62,2024-09-29,Completed,3762.27,Card
261,1325,2024-03-05,Completed,2770.99,UPI
262,1297,2024-05-23,Completed,1615.46,UPI
263,4140,2024-03-16,Completed,4221.13,UPI
264,3036,2024-11-26,Completed,745.94,UPI
265,3541,2024-07-20,Completed,2821.36,Card
266,4059,2024-08-31,Completed,4226.93,UPI
267,4161,2024-04-02,Completed,2168.18,Card
268,1513,2024-12-16,Completed,2179.28,Card
269,4680,2024-03-08,Completed,1654.95,COD
270,2704,2024-10-14,Completed,2006.85,COD
271,2048,2024-06-26,Completed,1897.74,COD
272,491,2024-09-30,Cancelled,2008.94,Card
273,1692,2024-06-14,Cancelled,661.02,UPI
274,3547,2024-05-01,Cancelled,1802.0,COD
275,3013,2024-03-26,Completed,4728.98,COD
276,1440,2024-04-19,Completed,2081.96,UPI
277,697,2024-03-03,Cancelled,4689.79,COD
278,4379,2024-03-25,Completed,471.07,UPI
279,2579,2024-09-04,Cancelled,3287.24,UPI
280,4014,2024-08-01,Completed,2148.91,Card
281,853,2024-05-16,Completed,1927.65,COD
282,4781,2024-10-04,Completed,2991.5,UPI
283,4652,2024-09-05,Cancelled,829.04,COD
284,3204,2024-08-24,Completed,3731.45,UPI
285,642,2024-04-15,Cancelled,4168.88,Card
286,1241,2024-11-13,Completed,482.45,Card
287,18,2024-03-17,Completed,1026.67,UPI
288,4378,2024-08-18,Completed,847.3,UPI
289,4707,2024-05-10,Completed,4713.61,COD
290,1988,2024-04-26,Completed,3549.82,COD
291,2867,2024-05-27,Completed,1649.48,UPI
292,899,2024-03-19,Completed,757.25,UPI
293,478,2024-08-07,Completed,3434.89,COD
294,4103,2024-01-05,Completed,715.99,Card
295,817,2024-04-29,Completed,4632.44,COD
296,3883,2024-02-20,Completed,1545.12,COD
297,3277,2024-08-09,Cancelled,1550.45,COD
298,984,2024-07-11,Completed,2458.2,UPI
299,1028,2024-10-25,Completed,4737.78,UPI
300,1481,2024-11-22,Completed,2132.92,UPI
301,502,2024-12-13,Cancelled,1918.0,COD
302,2578,2024-08-08,Completed,3047.66,Card
303,3679,2024-08-30,Completed,4892.76,Card
304,1111,2024-03-12,Completed,1449.51,COD
305,2813,2024-01-21,Completed,4378.58,COD
306,706,2024-08-17,Completed,2630.27,COD
307,2131,2024-02-04,Completed,4003.46,UPI
308,2801,2024-06-18,Completed,2031.87,UPI
309,3174,2024-08-31,Completed,2418.06,COD
310,2115,2024-12-12,Completed,2128.28,COD
311,687,2024-07-22,Completed,2710.49,COD
312,1939,2024-05-27,Completed,1055.16,UPI
313,2445,2024-10-21,Completed,4191.77,UPI
314,1482,2024-07-31,Completed,2130.25,COD
315,2393,2024-06-22,Completed,1852.4,Card
316,2449,2024-10-01,Completed,4240.06,UPI
317,1285,2024-07-23,Completed,1315.33,COD
318,3210,2024-09-15,Cancelled,3719.11,Card
319,2265,2024-10-30,Cancelled,1900.4,Card
320,4618,2024-08-13,Completed,2985.11,UPI
321,121,2024-08-06,Completed,2728.12,Card
322,4185,2024-07-02,Cancelled,3025.03,COD
323,1532,2024-01-03,Completed,3039.82,UPI
324,2482,2024-11-09,Completed,3533.07,COD
325,4641,2024-10-19,Cancelled,2498.89,COD
326,251,2024-10-20,Completed,2612.41,COD
327,3169,2024-04-09,Cancelled,3865.08,UPI
328,4997,2024-01-17,Completed,1282.38,UPI
329,1767,2024-08-22,Cancelled,3960.85,Card
330,2237,2024-07-07,Completed,339.58,Card
331,2701,2024-01-18,Cancelled,3012.94,UPI
332,2789,2024-12-06,Completed,2347.37,UPI
333,4213,2024-10-07,Completed,3273.23,UPI
334,3707,2024-08-15,Completed,2597.68,Card
335,3482,2024-02-02,Cancelled,4012.32,COD
336,3810,2024-06-07,Completed,1230.56,UPI
337,1350,2024-09-20,Completed,1569.83,UPI
338,4960,2024-12-28,Cancelled,3015.99,Card
339,4522,2024-10-02,Completed,1408.44,Card
340,2530,2024-02-28,Completed,4741.01,UPI
341,211,2024-01-26,Cancelled,4342.07,UPI
342,4272,2024-04-21,Completed,3873.2,Card
343,1034,2024-12-10,Completed,3834.56,COD
344,4601,2024-10-11,Completed,3338.85,COD
345,1985,2024-07-06,Cancelled,3752.54,COD
346,321,2024-05-18,Completed,457.84,UPI
347,1087,2024-11-22,Completed,3029.67,UPI
348,4809,2024-01-06,Completed,1533.58,COD
349,2121,2024-06-25,Completed,758.93,UPI
350,4135,2024-01-24,Completed,4867.54,UPI
351,4833,2024-04-23,Completed,4745.73,UPI
352,959,2024-07-01,Completed,4558.02,UPI
353,4817,2024-04-12,Completed,3340.86,COD
354,329,2024-05-17,Completed,312.52,Card
355,2205,2024-01-29,Completed,1698.11,Card
356,3986,2024-09-11,Completed,383.54,Card
357,1163,2024-12-26,Completed,1850.52,UPI
358,3945,2024-06-27,Cancelled,1694.41,UPI
359,2464,2024-04-19,Completed,2988.76,Card
360,3629,2024-04-09,Completed,969.48,Card
361,1135,2024-11-28,Completed,1820.64,Card
362,4163,2024-12-10,Completed,4521.86,COD
363,459,2024-05-18,Completed,1386.62,UPI
364,2088,2024-11-19,Completed,2618.92,Card
365,374,2024-12-18,Completed,857.88,Card
366,2455,2024-05-23,Completed,3837.16,UPI
367,3679,2024-08-29,Completed,678.55,Card
368,1313,2024-02-08,Completed,1089.68,Card
369,366,2024-04-14,Completed,4934.7,COD
370,3118,2024-08-26,Completed,1694.53,Card
371,2924,2024-03-20,Completed,349.39,COD
372,2771,2024-11-03,Completed,1417.63,COD
373,4869,2024-01-14,Cancelled,2324.34,COD
374,1909,2024-09-27,Completed,2511.73,UPI
375,3261,2024-02-12,Completed,2213.79,COD
376,355,2024-04-09,Completed,937.0,Card
377,1599,2024-12-25,Completed,1178.22,UPI
378,3332,2024-05-29,Completed,3435.12,UPI
379,1073,2024-11-02,Cancelled,4873.17,UPI
380,5000,2024-08-26,Cancelled,3821.23,COD
381,156,2024-09-04,Completed,3921.14,UPI
382,796,2024-04-26,Completed,2355.14,COD
383,565,2024-09-14,Cancelled,1984.55,Card
384,1214,2024-01-09,Completed,4065.19,Card
385,2142,2024-08-23,Completed,3559.7,COD
386,3582,2024-01-28,Completed,2407.1,UPI
387,1462,2024-02-12,Completed,3862.06,COD
388,2058,2024-11-24,Completed,636.47,Card
389,4871,2024-10-22,Completed,607.76,Card
390,2984,2024-11-16,Completed,3634.07,Card
391,4321,2024-09-10,Completed,4908.61,UPI
392,1726,2024-06-19,Completed,1050.24,Card
393,727,2024-01-27,Completed,4762.51,UPI
394,1072,2024-11-25,Completed,4862.33,UPI
395,4844,2024-04-18,Completed,755.61,Card
396,4739,2024-06-29,Completed,2437.31,UPI
397,2349,2024-05-24,Completed,2345.17,UPI
398,4882,2024-03-07,Completed,1308.15,COD
399,1093,2024-07-10,Cancelled,2371.73,Card
400,1649,2024-02-29,Completed,4231.55,Card
401,2118,2024-03-22,Cancelled,4606.6,Card
402,3905,2024-08-05,Completed,1860.78,UPI
403,646,2024-01-16,Completed,1340.76,Card
404,3914,2024-03-22,Completed,2753.73,COD
405,1526,2024-03-17,Cancelled,1687.08,Card
406,213,2024-12-12,Completed,2818.61,Card
407,778,2024-07-22,Completed,3234.53,UPI
408,870,2024-03-04,Cancelled,4039.42,COD
409,3104,2024-10-12,Completed,3367.74,COD
410,1778,2024-07-02,Cancelled,2809.18,COD
411,4643,2024-07-15,Completed,3467.79,Card
412,4448,2024-04-07,Completed,1353.4,COD
413,2330,2024-05-19,Completed,4688.42,COD
414,4065,2024-05-31,Completed,3348.26,UPI
415,2269,2024-02-02,Completed,4276.47,UPI
416,4715,2024-04-15,Completed,1320.89,UPI
417,3473,2024-11-17,Completed,3505.09,UPI
418,1032,2024-08-28,Completed,412.92,COD
419,2595,2024-06-12,Completed,990.41,Card
420,1421,2024-11-04,Completed,937.58,Card
421,2814,2024-04-05,Completed,4464.1,UPI
422,920,2024-06-10,Cancelled,2481.07,COD
423,1009,2024-12-18,Cancelled,3493.88,Card
424,2028,2024-09-26,Completed,4881.38,UPI
425,551,2024-01-15,Completed,4411.11,UPI
426,4720,2024-12-02,Completed,3168.15,Card
427,4454,2024-05-02,Completed,1508.76,UPI
428,2118,2024-04-01,Completed,1037.37,Card
429,4597,2024-02-27,Completed,3505.5,COD
430,570,2024-08-20,Completed,1897.11,UPI
431,4326,2024-08-07,Completed,2296.89,Card
432,2592,2024-05-26,Completed,3476.66,UPI
433,3344,2024-10-01,Cancelled,4075.9,COD
434,4659,2024-09-09,Completed,2919.23,UPI
435,3763,2024-09-16,Cancelled,4329.85,COD
436,2186,2024-04-19,Completed,4258.43,COD
437,3366,2024-08-26,Completed,2898.6,UPI
438,4221,2024-01-07,Completed,690.11,UPI
439,4261,2024-03-14,Cancelled,3530.49,UPI
440,4425,2024-12-01,Completed,2073.36,COD
441,3305,2024-03-19,Completed,3964.51,Card
442,1825,2024-06-06,Completed,646.96,UPI
443,4561,2024-12-26,Cancelled,2441.44,Card
444,291,2024-10-15,Cancelled,2259.36,Card
445,658,2024-07-08,Completed,1182.2,COD
446,3598,2024-07-01,Completed,2895.27,UPI
447,2985,2024-08-13,Completed,2788.02,Card
448,3194,2024-03-06,Completed,2547.95,UPI
449,3518,2024-05-26,Completed,1853.19,UPI
450,2623,2024-02-11,Completed,4613.3,Card
451,2237,2024-07-08,Completed,3997.0,Card
452,2413,2024-01-27,Completed,4270.9,UPI
453,3229,2024-01-07,Completed,1627.26,UPI
454,3374,2024-02-09,Completed,4808.5,Card
455,577,2024-11-19,Completed,1832.29,UPI
456,4890,2024-06-03,Completed,785.17,Card
457,2964,2024-03-11,Completed,4152.73,COD
458,2612,2024-02-18,Completed,476.24,UPI
459,112,2024-09-30,Completed,4866.63,UPI
460,3505,2024-11-16,Completed,839.09,UPI
461,3100,2024-05-07,Completed,954.92,UPI
462,4312,2024-07-11,Completed,419.86,COD
463,2999,2024-10-26,Completed,820.92,UPI
464,4454,2024-01-11,Completed,1391.58,COD
465,173,2024-05-30,Completed,4034.26,COD
466,3054,2024-11-10,Completed,352.81,UPI
467,1475,2024-09-19,Cancelled,4315.59,Card
468,1211,2024-11-13,Cancelled,1722.88,Card
469,4286,2024-06-12,Completed,4480.71,COD
470,2221,2024-02-28,Completed,2260.94,COD
471,2632,2024-06-24,Cancelled,3617.14,COD
472,412,2024-04-23,Completed,987.24,UPI
473,933,2024-07-21,Cancelled,2853.2,Card
474,492,2024-02-22,Completed,1844.55,Card
475,2680,2024-02-18,Cancelled,1528.88,COD
476,279,2024-08-21,Completed,3486.0,COD
477,2372,2024-11-03,Completed,4551.7,COD
478,1427,2024-05-29,Cancelled,3281.57,COD
479,4897,2024-04-04,Completed,4454.71,UPI
480,4325,2024-11-29,Completed,2065.16,COD
481,3020,2024-06-21,Completed,3424.35,UPI
482,4175,2024-04-28,Completed,765.15,Card
483,1041,2024-08-30,Completed,4768.82,COD
484,4086,2024-01-15,Completed,3638.68,COD
485,4375,2024-11-27,Completed,2796.33,Card
486,963,2024-01-08,Cancelled,4374.79,Card
487,251,2024-10-23,Completed,3649.56,COD
488,2989,2024-12-23,Completed,2393.87,Card
489,1317,2024-03-22,Completed,2974.79,COD
490,1568,2024-09-25,Completed,2929.9,Card
491,372,2024-12-12,Completed,3410.32,Card
492,4569,2024-05-10,Completed,3885.14,COD
493,1140,2024-06-20,Completed,2107.89,Card
494,1511,2024-12-15,Completed,3901.37,Card
495,4160,2024-08-16,Completed,1617.67,COD
496,1866,2024-01-15,Completed,2083.88,UPI
497,4669,2024-06-28,Completed,2052.79,UPI
498,2996,2024-04-23,Cancelled,682.18,Card
499,2890,2024-02-25,Completed,1209.28,Card
500,3151,2024-08-11,Completed,4915.21,UPI
501,693,2024-05-14,Cancelled,2673.01,Card
502,3657,2024-03-21,Completed,1337.96,COD
503,4770,2024-07-19,Completed,2102.98,UPI
504,500,2024-12-24,Completed,2396.92,Card
505,3205,2024-10-12,Completed,2514.65,UPI
506,3163,2024-08-29,Completed,2359.27,Card
507,3519,2024-05-01,Completed,4006.27,Card
508,3481,2024-10-25,Cancelled,1986.21,Card
509,2110,2024-02-15,Completed,3085.04,UPI
510,4978,2024-04-20,Completed,2431.93,Card
511,2898,2024-08-08,Completed,2478.95,UPI
512,456,2024-09-16,Completed,4726.96,UPI
513,4031,2024-05-01,Cancelled,1831.82,UPI
514,1428,2024-03-28,Completed,917.08,COD
515,4702,2024-06-22,Completed,2087.73,COD
516,3584,2024-06-05,Completed,917.9,COD
517,2864,2024-12-22,Completed,4154.98,UPI
518,3850,2024-11-10,Completed,1400.77,Card
519,1598,2024-06-15,Completed,2943.93,UPI
520,285,2024-05-24,Completed,1219.8,COD
521,538,2024-10-21,Cancelled,562.29,UPI
522,1525,2024-11-04,Completed,1814.16,COD
523,2554,2024-07-25,Completed,4963.51,UPI
524,3374,2024-06-02,Completed,4881.19,COD
525,1376,2024-03-19,Completed,2523.82,COD
526,1455,2024-06-12,Completed,2091.86,UPI
527,4886,2024-09-24,Completed,4884.06,Card
528,800,2024-06-04,Cancelled,2335.33,UPI
529,2166,2024-12-03,Completed,378.7,COD
530,4022,2024-04-22,Cancelled,4794.91,UPI
531,2259,2024-07-09,Completed,4266.35,UPI
532,3643,2024-05-23,Completed,3534.87,Card
533,4625,2024-11-08,Completed,4369.39,COD
534,166,2024-06-22,Completed,988.4,Card
535,4443,2024-03-24,Completed,1376.33,UPI
536,3974,2024-12-12,Cancelled,685.08,Card
537,137,2024-05-26,Completed,4646.24,UPI
538,2024,2024-09-08,Completed,1852.8,UPI
539,3988,2024-01-04,Completed,4666.99,Card
540,2018,2024-02-08,Completed,2566.62,Card
541,1630,2024-08-21,Completed,3697.67,UPI
542,2074,2024-02-18,Completed,3836.86,UPI
543,3299,2024-04-24,Completed,1730.47,Card
544,3180,2024-07-05,Completed,2439.39,UPI
545,513,2024-08-16,Completed,4534.57,COD
546,4731,2024-09-06,Completed,3986.61,UPI
547,1501,2024-02-02,Completed,2961.61,UPI
548,314,2024-03-01,Completed,2225.29,UPI
549,2748,2024-03-06,Completed,4891.52,COD
550,2906,2024-07-03,Completed,493.48,COD
551,4149,2024-08-23,Completed,3908.53,COD
552,2647,2024-06-08,Completed,3050.22,Card
553,4837,2024-07-04,Completed,4646.4,UPI
554,4627,2024-06-22,Completed,3792.54,UPI
555,1504,2024-12-10,Completed,982.85,UPI
556,412,2024-03-19,Completed,4003.49,Card
557,387,2024-04-11,Completed,1831.69,UPI
558,1816,2024-12-19,Completed,1902.89,UPI
559,696,2024-06-27,Completed,2595.15,Card
560,347,2024-11-29,Completed,3283.32,COD
561,465,2024-08-24,Completed,356.8,UPI
562,2271,2024-02-11,Completed,4793.22,COD
563,4019,2024-06-15,Cancelled,3272.97,Card
564,3900,2024-05-16,Cancelled,2236.2,UPI
565,1234,2024-06-23,Completed,3382.06,UPI
566,3926,2024-01-31,Cancelled,3501.46,UPI
567,2759,2024-09-03,Completed,392.02,UPI
568,3739,2024-08-20,Completed,786.63,COD
569,549,2024-02-27,Completed,2927.03,Card
570,3569,2024-04-07,Completed,2213.4,Card
571,3363,2024-12-08,Completed,2514.32,Card
572,1325,2024-04-26,Cancelled,1295.51,Card
