user_id,signup_date,city,device,acquisition_channel
267,2024-05-19,Hyderabad,Web,Ads
268,2024-02-06,Pune,Mobile,Referral
269,2024-06-08,Pune,Mobile,Organic
270,2024-01-09,Delhi,Mobile,Ads
271,2024-08-20,Mumbai,Mobile,Organic
272,2024-04-08,Hyderabad,Web,Organic
273,2024-05-26,Mumbai,Mobile,Organic
274,2024-10-30,Pune,Web,Organic
275,2024-07-26,Hyderabad,Mobile,Ads
276,2024-05-10,Mumbai,Mobile,Referral
277,2024-05-31,Bangalore,Web,Referral
278,2024-02-23,Delhi,Mobile,Ads
279,2024-04-29,Delhi,Web,Referral
280,2024-06-09,Bangalore,Web,Organic
281,2024-04-25,Pune,Web,Organic
282,2024-03-15,Hyderabad,Mobile,Organic
283,2024-04-22,Delhi,Mobile,Ads
284,2024-04-13,Bangalore,Mobile,Organic
285,2024-12-05,Bangalore,Mobile,Organic
286,2024-09-10,Pune,Web,Ads
287,2024-08-14,Pune,Mobile,Organic
288,2024-04-21,Mumbai,Mobile,Organic
289,2024-04-08,Delhi,Web,Referral
290,2024-06-01,Mumbai,Web,Ads
291,2024-12-14,Bangalore,Mobile,Organic
292,2024-12-03,Hyderabad,Web,Organic
293,2024-07-12,Hyderabad,Web,Organic
294,2024-11-05,Pune,Web,Organic
295,2024-06-11,Hyderabad,Web,Referral
296,2024-07-26,Hyderabad,Web,Referral
297,2024-06-17,Hyderabad,Mobile,Referral
298,2024-06-09,Bangalore,Mobile,Referral
299,2024-03-08,Hyderabad,Mobile,Ads
300,2024-10-15,Hyderabad,Mobile,Organic
301,2024-10-03,Hyderabad,Mobile,Referral
302,2024-10-30,Mumbai,Mobile,Organic
303,2024-05-14,Bangalore,Mobile,Ads
304,2024-07-13,Pune,Web,Organic
305,2024-05-07,Mumbai,Mobile,Organic
306,2024-02-02,Delhi,Mobile,Referral
307,2024-06-24,Bangalore,Mobile,Referral
308,2024-01-22,Bangalore,Web,Ads
309,2024-08-25,Delhi,Mobile,Organic
310,2024-06-06,Delhi,Mobile,Referral
311,2024-02-07,Delhi,Web,Referral
312,2024-08-17,Pune,Mobile,Referral
313,2024-12-30,Hyderabad,Mobile,Ads
314,2024-02-20,Bangalore,Web,Organic
315,2024-09-20,Hyderabad,Mobile,Referral
316,2024-10-09,Hyderabad,Web,Organic
317,2024-01-27,Delhi,Mobile,Ads
318,2024-08-13,Pune,Mobile,Organic
319,2024-10-03,Mumbai,Mobile,Referral
320,2024-10-12,Pune,Web,Organic
321,2024-04-06,Hyderabad,Web,Organic
322,2024-10-10,Pune,Web,Ads
323,2024-11-12,Delhi,Mobile,Ads
324,2024-10-30,Mumbai,Mobile,Organic
325,2024-05-26,Delhi,Web,Organic
326,2024-01-04,Mumbai,Web,Organic
327,2024-02-04,Hyderabad,Mobile,Ads
328,2024-07-10,Mumbai,Mobile,Ads
329,2024-02-18,Mumbai,Mobile,Organic
330,2024-01-17,Mumbai,Mobile,Ads
331,2024-06-20,Pune,Web,Referral
332,2024-08-07,Pune,Mobile,Ads
333,2024-06-06,Hyderabad,Mobile,Ads
334,2024-02-15,Mumbai,Mobile,Ads
335,2024-01-06,Bangalore,Mobile,Referral
336,2024-04-08,Hyderabad,Mobile,Referral
337,2024-08-20,Mumbai,Mobile,Referral
338,2024-02-06,Mumbai,Mobile,Organic
339,2024-10-06,Pune,Web,Organic
340,2024-12-14,Hyderabad,Web,Referral
341,2024-10-28,Mumbai,Web,Organic
342,2024-06-29,Mumbai,Mobile,Organic
343,2024-04-04,Hyderabad,Web,Organic
344,2024-04-08,Bangalore,Mobile,Referral
345,2024-07-06,Hyderabad,Mobile,Ads
346,2024-04-25,Hyderabad,Mobile,Referral
347,2024-07-09,Bangalore,Mobile,Referral
348,2024-09-09,Hyderabad,Web,Organic
349,2024-06-09,Mumbai,Mobile,Organic
350,2024-09-12,Hyderabad,Mobile,Ads
351,2024-11-18,Bangalore,Web,Ads
352,2024-05-07,Delhi,Web,Ads
353,2024-01-18,Hyderabad,Web,Ads
354,2024-10-07,Pune,Mobile,Referral
355,2024-08-10,Mumbai,Web,Ads
356,2024-02-23,Mumbai,Mobile,Referral
357,2024-02-27,Pune,Mobile,Organic
358,2024-11-18,Pune,Web,Ads
359,2024-12-25,Hyderabad,Web,Organic
360,2024-06-22,Pune,Web,Organic
361,2024-10-06,Delhi,Mobile,Referral
362,2024-04-23,Bangalore,Mobile,Ads
363,2024-10-14,Pune,Mobile,Referral
364,2024-12-07,Pune,Mobile,Organic
365,2024-05-30,Delhi,Mobile,Ads
366,2024-05-06,Mumbai,Mobile,Organic
367,2024-06-03,Mumbai,Web,Organic
368,2024-09-29,Hyderabad,Mobile,Ads
369,2024-04-13,Delhi,Web,Ads
370,2024-10-25,Bangalore,Web,Ads
371,2024-09-02,Bangalore,Web,Referral
372,2024-06-24,Delhi,Web,Referral
373,2024-02-08,Bangalore,Web,Organic
374,2024-06-18,Mumbai,Mobile,Ads
375,2024-09-03,Bangalore,Mobile,Organic
376,2024-01-26,Bangalore,Mobile,Organic
377,2024-12-20,Delhi,Mobile,Organic
378,2024-11-01,Delhi,Web,Organic
379,2024-01-13,Bangalore,Web,Organic
380,2024-11-11,Pune,Web,Ads
381,2024-11-08,Delhi,Mobile,Referral
382,2024-02-05,Hyderabad,Mobile,Ads
383,2024-06-21,Hyderabad,Mobile,Ads
384,2024-01-20,Mumbai,Mobile,Ads
385,2024-11-16,Bangalore,Web,Referral
386,2024-09-20,Pune,Web,Referral
387,2024-05-21,Mumbai,Mobile,Referral
388,2024-05-22,Bangalore,Mobile,Ads
389,2024-04-01,Delhi,Web,Referral
390,2024-12-19,Hyderabad,Web,Organic
391,2024-11-17,Pune,Web,Referral
392,2024-10-14,Hyderabad,Web,Ads
393,2024-08-02,Delhi,Mobile,Ads
394,2024-12-07,Bangalore,Web,Organic
395,2024-02-20,Delhi,Web,Referral
396,2024-06-01,Delhi,Web,Referral
397,2024-07-04,Hyderabad,Web,Organic
398,2024-03-03,Pune,Mobile,Ads
399,2024-07-08,Delhi,Mobile,Ads
400,2024-05-04,Hyderabad,Mobile,Referral
401,2024-05-29,Pune,Mobile,Referral
402,2024-11-09,Bangalore,Mobile,Referral
403,2024-02-27,Bangalore,Mobile,Referral
404,2024-12-07,Mumbai,Web,Referral
405,2024-10-31,Hyderabad,Web,Ads
406,2024-06-28,Pune,Web,Ads
407,2024-06-18,Delhi,Web,Ads
408,2024-11-21,Bangalore,Mobile,Ads
409,2024-09-27,Pune,Web,Organic
410,2024-02-23,Hyderabad,Mobile,Ads
411,2024-04-10,Mumbai,Web,Organic
412,2024-09-20,Bangalore,Web,Ads
413,2024-02-22,Pune,Web,Referral
414,2024-02-29,Pune,Mobile,Referral
415,2024-04-17,Pune,Web,Referral
416,2024-01-05,Hyderabad,Mobile,Organic
417,2024-04-12,Hyderabad,Mobile,Ads
418,2024-07-14,Hyderabad,Web,Ads
419,2024-09-18,Delhi,Mobile,Organic
420,2024-12-30,Pune,Mobile,Organic
421,2024-12-15,Bangalore,Web,Organic
422,2024-02-16,Hyderabad,Web,Organic
423,2024-12-20,Hyderabad,Web,Organic
424,2024-11-06,Pune,Web,Referral
425,2024-11-03,Hyderabad,Web,Ads
426,2024-05-23,Delhi,Web,Organic
427,2024-09-25,Delhi,Mobile,Referral
428,2024-05-03,Hyderabad,Web,Organic
429,2024-04-15,Pune,Web,Referral
430,2024-06-06,Pune,Mobile,Organic
431,2024-05-26,Pune,Web,Ads
432,2024-05-24,Mumbai,Mobile,Organic
433,2024-04-29,Hyderabad,Web,Organic
434,2024-11-14,Pune,Web,Ads
435,2024-10-01,Delhi,Mobile,Ads
436,2024-04-01,Bangalore,Web,Organic
437,2024-02-27,Bangalore,Mobile,Ads
438,2024-12-11,Pune,Web,Ads
439,2024-08-16,Bangalore,Web,Referral
440,2024-04-26,Bangalore,Mobile,Ads
441,2024-11-13,Mumbai,Web,Ads
442,2024-10-05,Delhi,Web,Organic
443,2024-05-06,Delhi,Mobile,Organic
444,2024-05-08,Mumbai,Web,Referral
445,2024-02-27,Mumbai,Mobile,Organic
446,2024-05-01,Bangalore,Web,Ads
447,2024-01-01,Hyderabad,Mobile,Ads
448,2024-08-26,Bangalore,Web,Ads
449,2024-10-16,Mumbai,Mobile,Organic
450,2024-04-05,Delhi,Mobile,Ads
451,2024-05-05,Bangalore,Web,Ads
452,2024-04-27,Hyderabad,Web,Referral
453,2024-02-17,Bangalore,Mobile,Referral
454,2024-03-29,Pune,Web,Referral
455,2024-08-24,Bangalore,Mobile,Organic
456,2024-09-28,Mumbai,Web,Ads
457,2024-07-07,Delhi,Web,Ads
458,2024-07-10,Delhi,Mobile,Ads
459,2024-03-09,Mumbai,Mobile,Referral
460,2024-10-04,Pune,Web,Ads
461,2024-12-14,Mumbai,Web,Ads
462,2024-09-03,Bangalore,Web,Ads
463,2024-03-16,Mumbai,Web,Ads
464,2024-06-02,Mumbai,Web,Ads
465,2024-05-23,Pune,Mobile,Organic
466,2024-03-26,Bangalore,Web,Ads
467,2024-07-03,Hyderabad,Web,Organic
468,2024-10-11,Hyderabad,Mobile,Ads
469,2024-08-07,Delhi,Mobile,Organic
470,2024-03-09,Mumbai,Mobile,Ads
471,2024-02-16,Delhi,Web,Ads
472,2024-04-03,Pune,Mobile,Ads
473,2024-08-25,Hyderabad,Mobile,Ads
474,2024-07-22,Mumbai,Mobile,Referral
475,2024-08-05,Pune,Mobile,Ads
476,2024-12-06,Pune,Web,Organic
477,2024-02-08,Mumbai,Web,Referral
478,2024-04-09,Pune,Web,Referral
479,2024-10-15,Mumbai,Mobile,Ads
480,2024-09-10,Mumbai,Mobile,Organic
481,2024-08-09,Bangalore,Mobile,Organic
482,2024-12-22,Delhi,Mobile,Referral
483,2024-01-23,Pune,Mobile,Organic
484,2024-09-06,Pune,Mobile,Ads
485,2024-01-10,Bangalore,Web,Ads
486,2024-09-02,Bangalore,Web,Ads
487,2024-11-20,Bangalore,Mobile,Ads
488,2024-04-09,Hyderabad,Web,Ads
489,2024-10-16,Hyderabad,Mobile,Referral
490,2024-06-28,Hyderabad,Mobile,Ads
491,2024-08-10,Mumbai,Web,Ads
492,2024-09-06,Pune,Mobile,Referral
493,2024-05-26,Delhi,Web,Referral
494,2024-04-05,Mumbai,Mobile,Referral
495,2024-09-13,Pune,Mobile,Organic
496,2024-11-20,Pune,Web,Organic
497,2024-01-04,Bangalore,Mobile,Ads
498,2024-01-16,Bangalore,Mobile,Ads
499,2024-10-06,Mumbai,Mobile,Ads
500,2024-12-01,Bangalore,Web,Organic
501,2024-09-03,Pune,Mobile,Ads
502,2024-09-14,Bangalore,Mobile,Ads
503,2024-06-08,Hyderabad,Mobile,Organic
504,2024-12-05,Bangalore,Web,Referral
505,2024-05-31,Pune,Web,Organic
506,2024-06-26,Mumbai,Web,Ads
507,2024-06-11,Delhi,Web,Organic
508,2024-02-02,Bangalore,Web,Referral
509,2024-06-27,Pune,Mobile,Referral
510,2024-04-10,Delhi,Web,Referral
511,2024-09-24,Delhi,Web,Referral
512,2024-11-18,Hyderabad,Mobile,Referral
513,2024-03-05,Delhi,Web,Referral
514,2024-06-16,Pune,Mobile,Ads
515,2024-11-25,Pune,Web,Ads
516,2024-02-12,Bangalore,Mobile,Organic
517,2024-02-13,Bangalore,Mobile,Ads
518,2024-10-11,Bangalore,Web,Referral
519,2024-01-12,Delhi,Web,Ads
520,2024-04-04,Delhi,Mobile,Organic
521,2024-10-28,Hyderabad,Mobile,Referral
522,2024-09-09,Bangalore,Mobile,Ads
523,2024-08-29,Mumbai,Mobile,Ads
524,2024-02-04,Hyderabad,Mobile,Organic
525,2024-08-02,Mumbai,Mobile,Referral
526,2024-12-02,Delhi,Mobile,Organic
527,2024-03-30,Hyderabad,Web,Referral
528,2024-09-20,Hyderabad,Mobile,Referral
529,2024-04-02,Pune,Web,Ads
530,2024-03-30,Delhi,Web,Organic
531,2024-04-24,Delhi,Mobile,Organic
532,2024-04-14,Hyderabad,Mobile,Organic
533,2024-07-14,Delhi,Web,Referral
534,2024-11-09,Hyderabad,Mobile,Organic
535,2024-04-23,Pune,Mobile,Referral
536,2024-03-15,Hyderabad,Web,Organic
537,2024-08-04,Delhi,Web,Organic
538,2024-10-03,Delhi,Web,Ads
539,2024-09-05,Hyderabad,Mobile,Organic
540,2024-06-12,Hyderabad,Mobile,Ads
541,2024-12-22,Hyderabad,Web,Ads
542,2024-07-10,Bangalore,Mobile,Referral
543,2024-08-14,Delhi,Web,Organic
544,2024-06-25,Delhi,Mobile,Organic
545,2024-04-08,Bangalore,Web,Organic
546,2024-02-05,Hyderabad,Mobile,Ads
547,2024-04-05,Pune,Web,Organic
548,2024-05-31,Hyderabad,Mobile,Referral
549,2024-05-30,Hyderabad,Mobile,Referral
550,2024-07-08,Bangalore,Web,Organic
551,2024-08-11,Delhi,Mobile,Ads
552,2024-02-06,Hyderabad,Mobile,Referral
553,2024-09-24,Delhi,Web,Referral
554,2024-07-01,Mumbai,Mobile,Ads
555,2024-01-13,Delhi,Mobile,Referral
556,2024-10-05,Pune,Mobile,Ads
557,2024-08-04,Pune,Web,Referral
558,2024-12-20,Hyderabad,Web,Ads
559,2024-12-26,Delhi,Web,Referral
560,2024-10-12,Hyderabad,Web,Organic
561,2024-09-29,Bangalore,Web,Referral
562,2024-03-02,Pune,Mobile,Referral
563,2024-03-24,Hyderabad,Mobile,Organic
564,2024-08-04,Bangalore,Web,Organic
565,2024-12-07,Hyderabad,Mobile,Organic
566,2024-07-05,Delhi,Mobile,Organic
567,2024-01-19,Delhi,Mobile,Ads
568,2024-06-25,Delhi,Mobile,Ads
569,2024-04-09,Delhi,Web,Referral
570,2024-08-20,Mumbai,Web,Referral
571,2024-03-16,Bangalore,Mobile,Referral
572,2024-09-21,Bangalore,Mobile,Ads
573,2024-10-10,Delhi,Web,Referral
574,2024-07-24,Mumbai,Mobile,Referral
575,2024-08-10,Delhi,Mobile,Ads
576,2024-02-21,Mumbai,Mobile,Referral
577,2024-12-04,Delhi,Web,Ads
578,2024-05-23,Pune,Web,Ads
579,2024-03-09,Pune,Mobile,Organic
580,2024-04-08,Hyderabad,Mobile,Organic
581,2024-01-25,Delhi,Mobile,Ads
582,2024-02-22,Bangalore,Mobile,Ads
583,2024-05-30,Hyderabad,Mobile,Organic
584,2024-05-23,Pune,Mobile,Referral
585,2024-02-26,Delhi,Web,Referral
586,2024-02-08,Hyderabad,Web,Referral
587,2024-04-18,Delhi,Mobile,Ads
588,2024-06-29,Pune,Web,Organic
589,2024-02-11,Hyderabad,Mobile,Referral
590,2024-07-04,Pune,Mobile,Organic
591,2024-08-10,Mumbai,Web,Organic
592,2024-05-01,Pune,Web,Ads
593,2024-05-12,Delhi,Mobile,Referral
594,2024-06-11,Bangalore,Mobile,Organic
595,2024-08-02,Pune,Web,Ads
596,2024-08-08,Bangalore,Web,Ads
597,2024-08-22,Mumbai,Mobile,Ads
598,2024-11-26,Hyderabad,Mobile,Referral
599,2024-05-25,Hyderabad,Mobile,Referral
600,2024-08-26,Bangalore,Web,Ads
601,2024-03-16,Hyderabad,Mobile,Referral
602,2024-01-09,Pune,Web,Referral
603,2024-03-14,Bangalore,Mobile,Organic
604,2024-09-09,Delhi,Web,Ads
605,2024-08-17,Pune,Web,Ads
606,2024-01-07,Pune,Web,Referral
607,2024-06-22,Pune,Web,Ads
608,2024-05-20,Delhi,Mobile,Ads
609,2024-06-16,Mumbai,Web,Ads
610,2024-06-18,Hyderabad,Web,Referral
611,2024-10-09,Bangalore,Web,Referral
612,2024-05-01,Mumbai,Mobile,Referral
613,2024-07-12,Bangalore,Mobile,Organic
614,2024-01-05,Hyderabad,Mobile,Ads
615,2024-01-29,Delhi,Mobile,Organic
